tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Date
429,07:33.6,14:43.5,3195,Sip Ave,40.7308971,-74.06391263,3212,Christ Hospital,40.73478582,-74.05044364,43369,Customer,1970,0,Apr-21
477,08:07.3,16:05.1,3214,Essex Light Rail,40.7127742,-74.0364857,3214,Essex Light Rail,40.7127742,-74.0364857,46929,Customer,1970,0,Apr-21
812,08:48.4,22:20.5,3209,Brunswick St,40.7241765,-74.0506564,3192,Liberty Light Rail,40.7112423,-74.0557013,42343,Customer,1970,0,Apr-21
1110,09:35.4,28:05.5,3280,Astor Place,40.7192822,-74.07126188,3210,Pershing Field,40.74267714,-74.05178863,42527,Subscriber,1960,1,Apr-21
1094,14:02.4,32:17.2,3276,Marin Light Rail,40.71458404,-74.04281706,3678,Fairmount Ave,40.72572614,-74.07195926,39342,Customer,1970,0,Apr-21
499,15:50.0,24:10.0,3187,Warren St,40.7211236,-74.03805095,3213,Van Vorst Park,40.71848892,-74.04772663,43206,Customer,1970,0,Apr-21
300,17:06.9,22:07.7,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,43629,Customer,1970,0,Apr-21
450,21:02.6,28:33.0,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,46410,Subscriber,1978,1,Apr-21
3642,26:12.6,26:55.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,44920,Customer,1970,0,Apr-21
3650,26:26.4,27:17.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,46265,Customer,1970,0,Apr-21
308,27:13.6,32:21.8,3483,Montgomery St,40.71942,-74.05099,3185,City Hall,40.7177325,-74.043845,47255,Customer,1970,0,Apr-21
3455,29:09.3,26:45.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42890,Customer,1970,0,Apr-21
3455,29:10.7,26:46.3,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,16423,Customer,1970,0,Apr-21
553,33:00.9,42:14.0,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,45255,Customer,1970,0,Apr-21
3839,35:29.3,39:28.5,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,40866,Customer,1970,0,Apr-21
626,36:35.4,47:01.9,3213,Van Vorst Park,40.71848892,-74.04772663,3202,Newport PATH,40.7272235,-74.0337589,42209,Subscriber,1986,1,Apr-21
417,37:49.9,44:47.0,3270,Jersey & 6th St,40.72528911,-74.04557168,3202,Newport PATH,40.7272235,-74.0337589,42280,Subscriber,1970,1,Apr-21
598,41:41.3,51:39.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3275,Columbus Drive,40.7183552,-74.03891444,28308,Customer,1970,0,Apr-21
462,42:27.7,50:10.3,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,25971,Customer,1970,0,Apr-21
196,45:28.5,48:45.3,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,42674,Customer,1970,0,Apr-21
506,50:19.8,58:46.5,3275,Columbus Drive,40.7183552,-74.03891444,3211,Newark Ave,40.72152515,-74.04630454,33321,Customer,1970,0,Apr-21
1100,52:18.8,10:39.4,3210,Pershing Field,40.74267714,-74.05178863,3280,Astor Place,40.7192822,-74.07126188,42527,Subscriber,1960,1,Apr-21
437,53:50.8,01:07.9,3211,Newark Ave,40.72152515,-74.04630454,3681,Grand St,40.71517768,-74.03768331,31244,Subscriber,1991,1,Apr-21
4554,54:22.6,10:17.4,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,42371,Customer,1970,0,Apr-21
524,54:35.7,03:20.2,3276,Marin Light Rail,40.71458404,-74.04281706,3203,Hamilton Park,40.72759597,-74.04424731,46340,Customer,1970,0,Apr-21
1345,54:50.8,17:15.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3640,Journal Square,40.73367,-74.0625,46935,Customer,1970,0,Apr-21
480,58:57.6,06:58.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,44721,Customer,1970,0,Apr-21
559,02:46.3,12:05.6,3483,Montgomery St,40.71942,-74.05099,3187,Warren St,40.7211236,-74.03805095,44785,Customer,1970,0,Apr-21
413,04:55.5,11:49.3,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,44703,Customer,1970,0,Apr-21
1481,05:25.8,30:07.8,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.7211236,-74.03805095,43544,Customer,1970,0,Apr-21
1748,08:50.2,37:58.5,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,41608,Customer,1970,0,Apr-21
644,11:57.8,22:42.5,3267,Morris Canal,40.71241882,-74.03852552,3211,Newark Ave,40.72152515,-74.04630454,42161,Customer,1970,0,Apr-21
287,17:51.8,22:39.1,3213,Van Vorst Park,40.71848892,-74.04772663,3209,Brunswick St,40.7241765,-74.0506564,45340,Customer,1970,0,Apr-21
322,18:42.5,24:05.4,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,45350,Customer,1970,0,Apr-21
159,18:44.7,21:24.6,3273,Manila & 1st,40.72165072,-74.04288411,3187,Warren St,40.7211236,-74.03805095,39839,Customer,1970,0,Apr-21
7236,23:57.4,24:34.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42293,Customer,1970,0,Apr-21
353,24:21.4,30:14.9,3205,JC Medical Center,40.71653978,-74.04963791,3273,Manila & 1st,40.72165072,-74.04288411,27102,Customer,1970,0,Apr-21
61,26:32.3,27:34.1,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,40464,Customer,1970,0,Apr-21
1024,28:56.2,46:00.9,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,39661,Customer,1970,0,Apr-21
1031,28:57.4,46:09.4,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,38460,Customer,1970,0,Apr-21
1008,29:07.9,45:56.8,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,32831,Customer,1970,0,Apr-21
2253,29:27.8,07:01.2,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,28639,Customer,1970,0,Apr-21
489,37:44.6,45:53.8,3187,Warren St,40.7211236,-74.03805095,3483,Montgomery St,40.71942,-74.05099,39839,Customer,1970,0,Apr-21
407,37:45.9,44:33.7,3273,Manila & 1st,40.72165072,-74.04288411,3213,Van Vorst Park,40.71848892,-74.04772663,28433,Customer,1970,0,Apr-21
1091,39:05.6,57:16.6,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.0337589,42890,Customer,1970,0,Apr-21
345,40:52.4,46:37.7,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,27708,Customer,1970,0,Apr-21
410,41:22.5,48:12.7,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,40866,Customer,1970,0,Apr-21
1188,43:27.1,03:15.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,38515,Customer,1970,0,Apr-21
1172,43:42.1,03:14.7,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,19209,Customer,1970,0,Apr-21
199,46:19.6,49:39.5,3186,Grove St PATH,40.71958612,-74.04311746,3187,Warren St,40.7211236,-74.03805095,40464,Customer,1970,0,Apr-21
188,46:53.1,50:02.1,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,42422,Subscriber,1987,1,Apr-21
636,47:36.4,58:12.7,3681,Grand St,40.71517768,-74.03768331,3203,Hamilton Park,40.72759597,-74.04424731,29983,Customer,1970,0,Apr-21
605,51:01.1,01:06.4,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,44556,Customer,1970,0,Apr-21
503,53:44.0,02:07.6,3640,Journal Square,40.73367,-74.0625,3280,Astor Place,40.7192822,-74.07126188,46935,Customer,1970,0,Apr-21
470,55:32.9,03:23.2,3202,Newport PATH,40.7272235,-74.0337589,3185,City Hall,40.7177325,-74.043845,42209,Subscriber,1986,1,Apr-21
596,57:42.7,07:38.8,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3185,City Hall,40.7177325,-74.043845,28874,Customer,1970,0,Apr-21
359,59:53.7,05:52.7,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.7183552,-74.03891444,40464,Customer,1970,0,Apr-21
2145,00:52.1,36:37.4,3640,Journal Square,40.73367,-74.0625,3206,Hilltop,40.7311689,-74.0575736,15377,Customer,1970,0,Apr-21
846,02:48.5,16:54.5,3203,Hamilton Park,40.72759597,-74.04424731,3639,Harborside,40.7192517,-74.034234,42837,Customer,1970,0,Apr-21
326,05:50.6,11:17.1,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,41703,Customer,1970,0,Apr-21
579,06:33.4,16:13.0,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,44721,Customer,1970,0,Apr-21
573,09:59.1,19:32.6,3278,Monmouth and 6th,40.72568548,-74.04879034,3278,Monmouth and 6th,40.72568548,-74.04879034,42213,Customer,1970,0,Apr-21
1434,10:17.9,34:12.8,3220,5 Corners Library,40.73496102,-74.05950308,3268,Lafayette Park,40.71346383,-74.06285852,40958,Customer,1970,0,Apr-21
263,10:32.4,14:55.8,3275,Columbus Drive,40.7183552,-74.03891444,3272,Jersey & 3rd,40.72333159,-74.04595256,44422,Customer,1970,0,Apr-21
2432,12:04.7,52:36.9,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,44872,Customer,1970,0,Apr-21
348,12:15.9,18:04.6,3214,Essex Light Rail,40.7127742,-74.0364857,3205,JC Medical Center,40.71653978,-74.04963791,42439,Customer,1970,0,Apr-21
1227,13:49.8,34:17.3,3220,5 Corners Library,40.73496102,-74.05950308,3268,Lafayette Park,40.71346383,-74.06285852,46947,Customer,1970,0,Apr-21
620,14:42.2,25:02.9,3199,Newport Pkwy,40.7287448,-74.0321082,3270,Jersey & 6th St,40.72528911,-74.04557168,42635,Subscriber,1970,1,Apr-21
80,18:33.2,19:54.1,3273,Manila & 1st,40.72165072,-74.04288411,3273,Manila & 1st,40.72165072,-74.04288411,47225,Customer,1970,0,Apr-21
1899,26:15.2,57:54.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3195,Sip Ave,40.7308971,-74.06391263,38515,Customer,1970,0,Apr-21
274,30:55.1,35:29.9,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,42422,Customer,1970,0,Apr-21
770,33:50.2,46:40.5,3211,Newark Ave,40.72152515,-74.04630454,3272,Jersey & 3rd,40.72333159,-74.04595256,33321,Customer,1970,0,Apr-21
972,39:27.7,55:40.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3210,Pershing Field,40.74267714,-74.05178863,39329,Customer,1970,0,Apr-21
162,40:35.2,43:17.4,3276,Marin Light Rail,40.71458404,-74.04281706,3185,City Hall,40.7177325,-74.043845,40988,Subscriber,1970,0,Apr-21
146,41:07.8,43:33.8,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,45340,Customer,1970,0,Apr-21
704,44:14.9,55:59.6,3203,Hamilton Park,40.72759597,-74.04424731,3267,Morris Canal,40.71241882,-74.03852552,44380,Subscriber,1989,1,Apr-21
461,44:47.5,52:29.4,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,45683,Customer,1970,0,Apr-21
427,45:05.5,52:13.0,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.7211236,-74.03805095,45713,Customer,1970,0,Apr-21
521,48:08.1,56:49.5,3483,Montgomery St,40.71942,-74.05099,3187,Warren St,40.7211236,-74.03805095,39839,Customer,1970,0,Apr-21
449,49:40.5,57:10.1,3199,Newport Pkwy,40.7287448,-74.0321082,3272,Jersey & 3rd,40.72333159,-74.04595256,44907,Customer,1970,0,Apr-21
4426,52:48.3,06:34.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42343,Customer,1970,0,Apr-21
565,54:33.7,03:58.8,3194,McGinley Square,40.72533993,-74.06762213,3205,JC Medical Center,40.71653978,-74.04963791,44223,Customer,1970,0,Apr-21
1785,54:35.1,24:20.7,3279,Dixon Mills,40.72163014,-74.04996783,3209,Brunswick St,40.7241765,-74.0506564,32540,Customer,1970,0,Apr-21
835,56:28.9,10:24.4,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,43558,Customer,1970,0,Apr-21
362,02:06.3,08:08.5,3205,JC Medical Center,40.71653978,-74.04963791,3184,Paulus Hook,40.7141454,-74.0335519,42439,Customer,1970,0,Apr-21
2914,04:27.0,53:01.5,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,44223,Customer,1970,0,Apr-21
297,05:08.5,10:06.0,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,38515,Customer,1970,0,Apr-21
618,05:09.1,15:28.0,3278,Monmouth and 6th,40.72568548,-74.04879034,3220,5 Corners Library,40.73496102,-74.05950308,44683,Subscriber,1981,2,Apr-21
376,05:51.3,12:07.4,3213,Van Vorst Park,40.71848892,-74.04772663,3192,Liberty Light Rail,40.7112423,-74.0557013,42206,Customer,1970,0,Apr-21
268,07:39.0,12:08.0,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,45281,Customer,1970,0,Apr-21
992,07:52.7,24:25.3,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42838,Subscriber,1990,1,Apr-21
350,12:05.7,17:56.7,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,42277,Customer,1970,0,Apr-21
340,12:19.8,18:00.2,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,41703,Customer,1970,0,Apr-21
284,17:17.0,22:01.4,3273,Manila & 1st,40.72165072,-74.04288411,3639,Harborside,40.7192517,-74.034234,42494,Customer,1970,0,Apr-21
88,17:56.4,19:24.5,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,42625,Customer,1970,0,Apr-21
360,20:14.2,26:14.6,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,42625,Customer,1970,0,Apr-21
756,22:22.2,34:58.7,3203,Hamilton Park,40.72759597,-74.04424731,3681,Grand St,40.71517768,-74.03768331,32531,Customer,1970,0,Apr-21
823,22:32.9,36:15.9,3677,Glenwood Ave,40.72755147,-74.07106072,3203,Hamilton Park,40.72759597,-74.04424731,42358,Customer,1970,0,Apr-21
917,25:13.5,40:30.7,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,44394,Customer,1970,0,Apr-21
310,28:43.9,33:54.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3205,JC Medical Center,40.71653978,-74.04963791,42614,Customer,1970,0,Apr-21
421,30:37.8,37:39.2,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,42837,Customer,1970,0,Apr-21
951,33:50.2,49:41.8,3199,Newport Pkwy,40.7287448,-74.0321082,3205,JC Medical Center,40.71653978,-74.04963791,43558,Customer,1970,0,Apr-21
1958,37:01.8,09:40.6,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42358,Customer,1970,0,Apr-21
307,39:30.4,44:37.8,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,48754,Customer,1970,0,Apr-21
278,44:25.6,49:04.6,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,45683,Customer,1970,0,Apr-21
1108,49:24.3,07:52.4,3273,Manila & 1st,40.72165072,-74.04288411,3273,Manila & 1st,40.72165072,-74.04288411,39391,Customer,1970,0,Apr-21
543,52:12.4,01:16.0,3205,JC Medical Center,40.71653978,-74.04963791,3203,Hamilton Park,40.72759597,-74.04424731,48754,Subscriber,1980,1,Apr-21
360,54:43.4,00:43.5,3214,Essex Light Rail,40.7127742,-74.0364857,3185,City Hall,40.7177325,-74.043845,29403,Customer,1970,0,Apr-21
437,57:02.2,04:19.3,3220,5 Corners Library,40.73496102,-74.05950308,3269,Brunswick & 6th,40.72601173,-74.05038893,44683,Subscriber,1981,2,Apr-21
290,57:39.5,02:30.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,46529,Customer,1970,0,Apr-21
358,58:03.0,04:01.7,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,44223,Customer,1970,0,Apr-21
378,58:16.5,04:34.5,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,38470,Customer,1970,0,Apr-21
231,58:35.6,02:26.8,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,48753,Customer,1970,0,Apr-21
736,02:15.6,14:32.2,3184,Paulus Hook,40.7141454,-74.0335519,3639,Harborside,40.7192517,-74.034234,44316,Customer,1970,0,Apr-21
1686,10:10.0,38:16.7,3203,Hamilton Park,40.72759597,-74.04424731,3677,Glenwood Ave,40.72755147,-74.07106072,42358,Customer,1970,0,Apr-21
283,11:13.9,15:56.9,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42108,Customer,1970,0,Apr-21
471,14:43.5,22:34.9,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,38470,Customer,1970,0,Apr-21
802,15:46.0,29:08.8,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,45364,Customer,1970,0,Apr-21
884,18:54.7,33:39.5,3202,Newport PATH,40.7272235,-74.0337589,3483,Montgomery St,40.71942,-74.05099,42280,Customer,1970,0,Apr-21
894,27:57.6,42:52.5,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,44223,Customer,1970,0,Apr-21
316,29:33.3,34:50.2,3186,Grove St PATH,40.71958612,-74.04311746,3483,Montgomery St,40.71942,-74.05099,41703,Subscriber,1970,0,Apr-21
332,33:11.0,38:43.5,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,42277,Customer,1970,0,Apr-21
401,46:20.1,53:01.2,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,44787,Subscriber,1986,1,Apr-21
393,49:04.8,55:38.3,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3205,JC Medical Center,40.71653978,-74.04963791,45364,Customer,1970,0,Apr-21
245,58:20.7,02:26.6,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,47258,Customer,1970,0,Apr-21
390,01:16.9,07:47.3,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,44787,Subscriber,1959,1,Apr-21
924,02:57.0,18:21.8,3483,Montgomery St,40.71942,-74.05099,3202,Newport PATH,40.7272235,-74.0337589,42280,Customer,1970,0,Apr-21
296,08:47.4,13:43.6,3275,Columbus Drive,40.7183552,-74.03891444,3187,Warren St,40.7211236,-74.03805095,44452,Customer,1970,0,Apr-21
468,09:31.6,17:19.9,3202,Newport PATH,40.7272235,-74.0337589,3278,Monmouth and 6th,40.72568548,-74.04879034,40885,Customer,1970,0,Apr-21
232,11:01.8,14:54.6,3203,Hamilton Park,40.72759597,-74.04424731,3269,Brunswick & 6th,40.72601173,-74.05038893,45091,Customer,1970,0,Apr-21
227,13:45.6,17:32.9,3279,Dixon Mills,40.72163014,-74.04996783,3272,Jersey & 3rd,40.72333159,-74.04595256,40093,Customer,1970,0,Apr-21
296,13:50.0,18:46.4,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,32540,Customer,1970,0,Apr-21
779,25:11.5,38:10.6,3198,Heights Elevator,40.74871595,-74.0404433,3281,Leonard Gordon Park,40.74590997,-74.05727148,47238,Subscriber,1994,1,Apr-21
157,26:04.3,28:41.9,3272,Jersey & 3rd,40.72333159,-74.04595256,3209,Brunswick St,40.7241765,-74.0506564,40093,Customer,1970,0,Apr-21
205,48:17.6,51:43.1,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,44165,Customer,1970,0,Apr-21
625,06:29.8,16:54.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,42206,Subscriber,1979,1,Apr-21
571,17:00.4,26:31.5,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,32831,Customer,1970,0,Apr-21
567,17:10.9,26:38.7,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,42825,Customer,1970,0,Apr-21
788,22:21.5,35:29.6,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,44452,Customer,1970,0,Apr-21
200,25:29.6,28:50.1,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,42307,Customer,1970,0,Apr-21
663,39:47.2,50:51.0,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3194,McGinley Square,40.72533993,-74.06762213,32472,Customer,1970,0,Apr-21
652,45:41.6,56:34.1,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,44165,Customer,1970,0,Apr-21
1515,47:28.4,12:43.4,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,44556,Customer,1970,0,Apr-21
695,53:27.0,05:02.7,3210,Pershing Field,40.74267714,-74.05178863,3278,Monmouth and 6th,40.72568548,-74.04879034,41618,Customer,1970,0,Apr-21
176,00:41.7,03:38.1,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,45340,Customer,1970,0,Apr-21
347,15:57.0,21:44.1,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,43629,Customer,1970,0,Apr-21
243,36:38.9,40:42.4,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,42470,Customer,1970,0,Apr-21
275,39:19.5,43:54.7,3639,Harborside,40.7192517,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,41608,Customer,1970,0,Apr-21
863,45:40.9,00:04.9,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,31661,Subscriber,1970,0,Apr-21
1045,57:15.8,14:40.9,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.0337589,45364,Customer,1970,0,Apr-21
294,30:27.4,35:22.1,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,43629,Customer,1970,0,Apr-21
263,42:25.3,46:48.6,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,30021,Customer,1970,0,Apr-21
442,52:12.8,59:35.2,3211,Newark Ave,40.72152515,-74.04630454,3185,City Hall,40.7177325,-74.043845,43507,Customer,1970,0,Apr-21
268,52:25.5,56:53.8,3639,Harborside,40.7192517,-74.034234,3185,City Hall,40.7177325,-74.043845,42494,Customer,1970,0,Apr-21
279,13:44.3,18:24.2,3213,Van Vorst Park,40.71848892,-74.04772663,3273,Manila & 1st,40.72165072,-74.04288411,28433,Customer,1970,0,Apr-21
1535,25:09.0,50:44.4,3202,Newport PATH,40.7272235,-74.0337589,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42280,Customer,1970,0,Apr-21
238,59:41.4,03:40.2,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,31794,Customer,1970,0,Apr-21
359,42:49.1,48:48.5,3187,Warren St,40.7211236,-74.03805095,3203,Hamilton Park,40.72759597,-74.04424731,27577,Customer,1995,1,Apr-21
205,46:45.8,50:11.2,3211,Newark Ave,40.72152515,-74.04630454,3278,Monmouth and 6th,40.72568548,-74.04879034,45345,Customer,1970,0,Apr-21
230,52:47.8,56:38.6,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,32540,Customer,1970,0,Apr-21
579,52:55.8,02:35.2,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,44403,Customer,1970,0,Apr-21
325,13:42.4,19:08.3,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,44452,Customer,1970,0,Apr-21
420,24:51.5,31:52.1,3681,Grand St,40.71517768,-74.03768331,3279,Dixon Mills,40.72163014,-74.04996783,40308,Customer,1970,0,Apr-21
861,25:10.4,39:32.2,3276,Marin Light Rail,40.71458404,-74.04281706,3199,Newport Pkwy,40.7287448,-74.0321082,38460,Customer,1970,0,Apr-21
280,41:46.9,46:27.7,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,44967,Customer,1970,0,Apr-21
193,48:34.3,51:48.2,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,35155,Customer,1970,0,Apr-21
1361,03:46.3,26:27.5,3199,Newport Pkwy,40.7287448,-74.0321082,3276,Marin Light Rail,40.71458404,-74.04281706,43352,Customer,1970,0,Apr-21
780,34:02.1,47:03.0,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,43629,Customer,1970,0,Apr-21
219,08:02.0,11:41.9,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,46265,Customer,1970,0,Apr-21
771,12:43.4,25:35.1,3678,Fairmount Ave,40.72572614,-74.07195926,3681,Grand St,40.71517768,-74.03768331,38515,Customer,1970,0,Apr-21
577,38:12.9,47:50.3,3186,Grove St PATH,40.71958612,-74.04311746,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,46532,Customer,1970,0,Apr-21
192,17:28.2,20:40.9,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,31794,Customer,1970,0,Apr-21
337,18:25.2,24:02.6,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,35155,Customer,1970,0,Apr-21
120,24:10.3,26:10.9,3273,Manila & 1st,40.72165072,-74.04288411,3187,Warren St,40.7211236,-74.03805095,39391,Customer,1970,0,Apr-21
